Price,Close,High,Low,Open,Volume
Ticker,FWRD,FWRD,FWRD,FWRD,FWRD
Date,,,,,
2024-07-01,19.09000015258789,19.440000534057617,18.889999389648438,19.030000686645508,681600
2024-07-02,19.34000015258789,19.360000610351562,18.760000228881836,19.110000610351562,542400
2024-07-03,19.450000762939453,20.510000228881836,19.399999618530273,19.600000381469727,319700
2024-07-05,18.790000915527344,19.469999313354492,18.360000610351562,19.469999313354492,609500
2024-07-08,19.329999923706055,19.479999542236328,18.729999542236328,18.790000915527344,800200
2024-07-09,18.649999618530273,19.200000762939453,17.520000457763672,18.90999984741211,921800
2024-07-10,19.360000610351562,19.520000457763672,18.719999313354492,18.81999969482422,549400
2024-07-11,21.43000030517578,21.479999542236328,19.399999618530273,19.799999237060547,741700
2024-07-12,23.6200008392334,23.979999542236328,21.920000076293945,21.93000030517578,1305400
2024-07-15,24.84000015258789,25.010000228881836,22.90999984741211,23.829999923706055,946300
2024-07-16,25.200000762939453,25.75,24.510000228881836,25.06999969482422,993000
2024-07-17,24.969999313354492,25.5,24.190000534057617,25.229999542236328,598300
2024-07-18,24.5,25.600000381469727,23.940000534057617,24.850000381469727,622000
2024-07-19,25.260000228881836,25.5,23.809999465942383,24.489999771118164,484300
2024-07-22,25.049999237060547,25.829999923706055,24.06999969482422,25.459999084472656,663700
2024-07-23,25.149999618530273,25.270000457763672,24.450000762939453,24.93000030517578,484800
2024-07-24,25.299999237060547,25.760000228881836,24.549999237060547,25.1299991607666,535900
2024-07-25,27.670000076293945,28.40999984741211,25.18000030517578,25.559999465942383,1261100
2024-07-26,26.0,28.049999237060547,24.940000534057617,28.049999237060547,627200
2024-07-29,24.09000015258789,26.0,23.690000534057617,26.0,700500
2024-07-30,24.959999084472656,25.290000915527344,23.780000686645508,24.229999542236328,889900
2024-07-31,25.360000610351562,26.149999618530273,23.84000015258789,25.1299991607666,622800
2024-08-01,23.979999542236328,25.350000381469727,22.829999923706055,25.31999969482422,875400
2024-08-02,21.969999313354492,23.549999237060547,21.889999389648438,23.15999984741211,682300
2024-08-05,21.510000228881836,21.979999542236328,19.469999313354492,20.15999984741211,879900
2024-08-06,21.3700008392334,21.549999237060547,20.469999313354492,21.459999084472656,933800
2024-08-07,22.5,22.600000381469727,21.43000030517578,21.889999389648438,1068700
2024-08-08,27.239999771118164,28.399999618530273,25.790000915527344,27.059999465942383,1687000
2024-08-09,26.0,28.1299991607666,25.90999984741211,27.6299991607666,900800
2024-08-12,24.760000228881836,25.559999465942383,23.989999771118164,25.329999923706055,649800
2024-08-13,25.459999084472656,25.760000228881836,24.299999237060547,24.93000030517578,603300
2024-08-14,25.1299991607666,25.65999984741211,24.65999984741211,25.65999984741211,664100
2024-08-15,27.489999771118164,27.989999771118164,25.899999618530273,25.93000030517578,1217600
2024-08-16,28.549999237060547,28.979999542236328,27.40999984741211,27.40999984741211,1232300
2024-08-19,31.06999969482422,31.579999923706055,28.8700008392334,28.940000534057617,1139700
2024-08-20,30.56999969482422,33.22999954223633,30.290000915527344,31.06999969482422,1233300
2024-08-21,30.610000610351562,31.93000030517578,30.299999237060547,31.299999237060547,652100
2024-08-22,31.280000686645508,32.099998474121094,30.229999542236328,30.670000076293945,768100
2024-08-23,32.02000045776367,32.75,30.93000030517578,31.309999465942383,725100
2024-08-26,32.9900016784668,33.099998474121094,31.100000381469727,32.22999954223633,926500
2024-08-27,33.130001068115234,33.20000076293945,32.02000045776367,32.84000015258789,770600
2024-08-28,32.439998626708984,33.0,32.15999984741211,32.849998474121094,847700
2024-08-29,33.08000183105469,33.959999084472656,32.400001525878906,32.849998474121094,502600
2024-08-30,31.770000457763672,33.4900016784668,31.489999771118164,33.369998931884766,677300
2024-09-03,32.2400016784668,32.959999084472656,30.229999542236328,31.649999618530273,632700
2024-09-04,33.5,34.189998626708984,31.790000915527344,32.119998931884766,673300
2024-09-05,31.81999969482422,33.9900016784668,31.309999465942383,33.7400016784668,581700
2024-09-06,31.940000534057617,32.54999923706055,31.479999542236328,31.829999923706055,486900
2024-09-09,32.099998474121094,32.65999984741211,30.040000915527344,31.90999984741211,1168400
2024-09-10,33.36000061035156,33.380001068115234,30.479999542236328,32.0,677900
2024-09-11,32.790000915527344,33.34000015258789,31.469999313354492,33.33000183105469,796500
2024-09-12,34.02000045776367,34.40999984741211,33.0,33.0,846600
2024-09-13,35.40999984741211,35.47999954223633,33.91999816894531,34.5,1058200
2024-09-16,35.0,36.310001373291016,33.779998779296875,35.2599983215332,1334700
2024-09-17,36.22999954223633,36.4900016784668,34.43000030517578,35.58000183105469,1129600
2024-09-18,36.43000030517578,37.25,35.939998626708984,36.41999816894531,791300
2024-09-19,37.189998626708984,37.689998626708984,36.529998779296875,37.0,889200
2024-09-20,35.939998626708984,37.13999938964844,35.25,36.56999969482422,4146300
2024-09-23,36.63999938964844,37.150001525878906,35.63999938964844,36.29999923706055,1268500
2024-09-24,37.22999954223633,37.400001525878906,36.56999969482422,37.04999923706055,1000500
2024-09-25,35.93000030517578,37.52000045776367,35.90999984741211,37.0099983215332,923300
2024-09-26,35.52000045776367,36.7599983215332,35.38999938964844,36.540000915527344,854300
2024-09-27,35.43000030517578,36.630001068115234,35.20000076293945,35.95000076293945,448900
2024-09-30,35.400001525878906,36.61000061035156,35.189998626708984,35.45000076293945,659300
2024-10-01,34.40999984741211,35.54999923706055,33.5099983215332,35.5099983215332,602200
2024-10-02,35.470001220703125,35.599998474121094,34.119998931884766,34.2599983215332,460600
2024-10-03,34.06999969482422,35.59000015258789,33.900001525878906,35.400001525878906,387000
2024-10-04,35.38999938964844,35.560001373291016,33.86000061035156,34.439998626708984,361800
2024-10-07,37.650001525878906,37.900001525878906,34.75,36.09000015258789,1056800
2024-10-08,37.4900016784668,37.959999084472656,36.310001373291016,37.349998474121094,359900
2024-10-09,36.08000183105469,38.58000183105469,35.83000183105469,37.45000076293945,501600
2024-10-10,35.619998931884766,36.16999816894531,34.20000076293945,35.060001373291016,617300
2024-10-11,36.720001220703125,37.2599983215332,36.04999923706055,36.09000015258789,440600
2024-10-14,35.619998931884766,36.459999084472656,35.0,36.459999084472656,425400
2024-10-15,36.31999969482422,37.02000045776367,35.41999816894531,35.619998931884766,518300
2024-10-16,37.83000183105469,38.189998626708984,36.61000061035156,37.25,694800
2024-10-17,40.15999984741211,40.34000015258789,36.22999954223633,37.61000061035156,1988200
2024-10-18,39.65999984741211,40.5,38.380001068115234,40.22999954223633,1104000
2024-10-21,39.41999816894531,40.91999816894531,39.380001068115234,40.099998474121094,713900
2024-10-22,37.5,39.439998626708984,37.31999969482422,39.2400016784668,649200
2024-10-23,36.75,37.470001220703125,36.56999969482422,37.2400016784668,409100
2024-10-24,36.58000183105469,38.59000015258789,36.06999969482422,37.52000045776367,468500
2024-10-25,36.88999938964844,37.84000015258789,36.47999954223633,36.779998779296875,305800
2024-10-28,37.29999923706055,38.04999923706055,37.08000183105469,37.45000076293945,422400
2024-10-29,36.9900016784668,37.650001525878906,36.650001525878906,37.279998779296875,482400
2024-10-30,37.279998779296875,38.43000030517578,36.540000915527344,36.65999984741211,761100
2024-10-31,35.33000183105469,38.25,35.279998779296875,37.279998779296875,697600
2024-11-01,34.2400016784668,35.779998779296875,33.790000915527344,35.5099983215332,946000
2024-11-04,33.72999954223633,34.68000030517578,33.310001373291016,34.0,1021700
2024-11-05,36.5,36.5,30.299999237060547,31.809999465942383,1686300
2024-11-06,37.91999816894531,39.88999938964844,36.900001525878906,38.0,1491900
2024-11-07,36.849998474121094,38.2400016784668,36.72999954223633,37.68000030517578,801800
2024-11-08,35.400001525878906,37.0,35.18000030517578,37.0,626900
2024-11-11,35.400001525878906,35.91999816894531,34.029998779296875,35.45000076293945,810000
2024-11-12,34.84000015258789,35.189998626708984,33.75,35.130001068115234,787900
2024-11-13,35.70000076293945,36.529998779296875,34.81999969482422,35.34000015258789,678000
2024-11-14,36.06999969482422,36.93000030517578,35.5099983215332,36.220001220703125,534000
2024-11-15,34.52000045776367,36.209999084472656,34.13999938964844,36.209999084472656,436800
2024-11-18,33.02000045776367,35.060001373291016,32.779998779296875,34.630001068115234,854900
2024-11-19,34.470001220703125,34.56999969482422,32.5,32.5,370900
2024-11-20,34.939998626708984,35.150001525878906,33.7599983215332,34.709999084472656,370700
2024-11-21,35.68000030517578,36.11000061035156,34.86000061035156,35.2599983215332,385400
2024-11-22,35.880001068115234,36.54999923706055,35.56999969482422,35.779998779296875,266100
2024-11-25,35.439998626708984,37.22999954223633,35.22999954223633,36.650001525878906,691300
2024-11-26,36.029998779296875,36.15999984741211,34.5,35.15999984741211,595700
2024-11-27,35.9900016784668,36.650001525878906,35.65999984741211,36.5,356800
2024-11-29,36.689998626708984,36.689998626708984,36.029998779296875,36.5,264000
2024-12-02,36.0,36.599998474121094,35.47999954223633,36.599998474121094,876200
2024-12-03,34.38999938964844,36.5099983215332,34.290000915527344,36.02000045776367,542000
2024-12-04,34.29999923706055,35.619998931884766,33.439998626708984,34.16999816894531,484300
2024-12-05,33.7599983215332,34.900001525878906,33.36000061035156,34.65999984741211,406900
2024-12-06,33.90999984741211,35.439998626708984,33.68000030517578,34.2599983215332,664300
2024-12-09,33.84000015258789,34.08000183105469,33.08000183105469,33.58000183105469,438200
2024-12-10,33.38999938964844,34.0,32.95000076293945,34.0,447100
2024-12-11,33.72999954223633,34.25,33.099998474121094,33.810001373291016,361900
2024-12-12,33.5,33.68000030517578,33.0,33.68000030517578,537400
2024-12-13,32.84000015258789,33.75,32.75,33.439998626708984,480400
2024-12-16,32.150001525878906,33.31999969482422,32.08000183105469,32.52000045776367,355200
2024-12-17,32.09000015258789,32.529998779296875,31.770000457763672,31.799999237060547,293200
2024-12-18,31.40999984741211,32.810001373291016,31.1299991607666,32.08000183105469,574000
2024-12-19,30.8700008392334,32.060001373291016,30.200000762939453,31.489999771118164,448700
2024-12-20,28.93000030517578,31.200000762939453,28.850000381469727,30.670000076293945,1500700
2024-12-23,28.469999313354492,29.200000762939453,27.56999969482422,28.799999237060547,758000
2024-12-24,28.399999618530273,28.809999465942383,27.3799991607666,28.34000015258789,391500
2024-12-26,30.68000030517578,30.709999084472656,27.799999237060547,28.309999465942383,624700
2024-12-27,30.139999389648438,30.799999237060547,29.420000076293945,30.5,361800
2024-12-30,32.900001525878906,33.439998626708984,29.260000228881836,30.100000381469727,845500
2024-12-31,32.25,33.02000045776367,31.700000762939453,32.880001068115234,652400
2025-01-02,31.860000610351562,33.66999816894531,31.559999465942383,32.27000045776367,435000
2025-01-03,33.369998931884766,33.939998626708984,32.06999969482422,32.34000015258789,604000
2025-01-06,32.54999923706055,34.38999938964844,32.06999969482422,34.38999938964844,812700
2025-01-07,32.0,33.38999938964844,31.790000915527344,32.630001068115234,440500
2025-01-08,32.0099983215332,32.54999923706055,31.010000228881836,31.110000610351562,294400
2025-01-10,32.22999954223633,32.279998779296875,31.110000610351562,31.709999084472656,238200
2025-01-13,34.36000061035156,34.5,31.270000457763672,32.189998626708984,723700
2025-01-14,34.13999938964844,35.04999923706055,33.59000015258789,34.88999938964844,272100
2025-01-15,33.599998474121094,35.25,33.58000183105469,35.25,269500
2025-01-16,33.04999923706055,33.779998779296875,32.02000045776367,33.2599983215332,397600
2025-01-17,33.88999938964844,33.970001220703125,32.5,32.7599983215332,445000
2025-01-21,34.849998474121094,34.86000061035156,33.38999938964844,34.04999923706055,480600
2025-01-22,34.13999938964844,34.90999984741211,33.939998626708984,34.349998474121094,270300
2025-01-23,33.459999084472656,34.709999084472656,33.13999938964844,34.66999816894531,652100
2025-01-24,33.5099983215332,33.79999923706055,32.959999084472656,33.7400016784668,532400
2025-01-27,34.619998931884766,35.11000061035156,33.27000045776367,33.7400016784668,879000
2025-01-28,33.650001525878906,35.470001220703125,33.56999969482422,34.709999084472656,532800
2025-01-29,33.369998931884766,34.0,33.209999084472656,33.470001220703125,598800
2025-01-30,32.91999816894531,33.310001373291016,32.369998931884766,32.59000015258789,436800
2025-01-31,32.25,33.689998626708984,32.0,33.02000045776367,739200
2025-02-03,30.75,31.790000915527344,29.6200008392334,31.6200008392334,1048700
2025-02-04,31.459999084472656,31.969999313354492,30.290000915527344,30.639999389648438,393600
2025-02-05,31.6299991607666,32.029998779296875,30.8700008392334,31.760000228881836,621800
2025-02-06,32.209999084472656,33.0,31.969999313354492,32.08000183105469,456700
2025-02-07,32.22999954223633,32.380001068115234,31.229999542236328,32.290000915527344,673000
2025-02-10,32.060001373291016,32.88999938964844,31.899999618530273,32.59000015258789,358400
2025-02-11,31.739999771118164,32.22999954223633,31.3700008392334,31.68000030517578,280700
2025-02-12,30.31999969482422,31.3799991607666,30.15999984741211,30.860000610351562,445800
2025-02-13,30.299999237060547,31.06999969482422,29.81999969482422,30.309999465942383,543800
2025-02-14,30.6299991607666,31.329999923706055,30.40999984741211,30.40999984741211,490200
2025-02-18,31.68000030517578,32.150001525878906,30.280000686645508,30.6299991607666,463500
2025-02-19,31.139999389648438,31.6299991607666,30.3700008392334,31.59000015258789,426800
2025-02-20,30.34000015258789,31.299999237060547,30.079999923706055,30.829999923706055,243000
